RefSeq	Symbol	Chr	Start	End	Strand	txLength	countLength	Cond1_Samp1	Cond1_Samp2	Cond2_Samp1	Cond2_Samp2	Cond3_Samp1	Cond3_Samp2	Cond4_Samp1	Cond5_Samp2
NM_026011	ARL8B	chr6	108733052	108773717	+	40665	2928	3276	3251	2109	2006	3425	2980	2623	2407
NM_028840	ARMC1	chr3	19032143	19063065	-	30922	2931	489	756	709	670	1040	1009	669	634
NM_001034858	ARMC2	chr10	41634796	41738188	-	103392	4864	46	41	35	44	15	15	5	8
NM_001081393	ARMC4	chr18	7088230	7297899	-	209669	3477	0	0	4	0	0	0	0	0
NM_133972	ARMC6	chr8	72744091	72758321	-	14230	2001	223	257	218	115	389	407	200	206
NM_030184	ARMC9	chr1	88051354	88174859	+	123505	5157	221	218	248	170	96	134	86	87
NM_001166377	ARMCX1	chrX	131252476	131256451	+	3975	2465	808	937	196	265	273	253	487	332
NM_001009575	ARMCX5	chrX	132277230	132281865	+	4635	2406	113	132	114	150	89	78	113	85
NM_009709	ARNT	chr3	95238311	95301161	+	62850	4324	1365	1275	1088	1053	1086	849	1028	731
NM_019767	ARPC1A	chr5	145844737	145869625	+	24888	1588	1279	1452	1153	1199	1493	1483	1216	989
NM_019824	ARPC3	chr5	122841936	122856187	+	14251	848	1037	1016	1130	1013	990	948	710	523
NM_026552	ARPC4	chr6	113328106	113340441	+	12335	1988	1517	2007	2030	1894	1864	1762	1033	894
NM_001142655	ARPP19	chr9	74885420	74908120	+	22700	3963	1179	1796	1486	1562	2050	1872	848	776
NM_001177616	ARPP21	chr9	111967594	112135005	-	167411	3423	0	0	0	0	0	0	0	0
NM_001042592	ARRDC4	chr7	75881879	75894124	-	12245	3903	541	512	457	371	309	212	512	81
NM_007491	ART5	chr7	109245392	109248743	-	3351	1714	0	0	0	0	1	0	0	0
NM_007492	ARX	chrX	90531984	90543694	+	11710	2729	0	0	0	0	0	0	0	0
NM_001004364	ASAP2	chr12	21117616	21276032	+	158416	5169	264	386	633	979	587	690	208	419
NM_001039126	ASB1	chr1	93437141	93456167	+	19026	5971	277	331	477	424	581	609	392	449
NM_178283	ASB13	chr13	3633277	3651025	+	17748	2410	317	279	201	132	310	235	311	279
NM_001170748	ASB14	chr14	27707789	27728443	+	20654	2015	1	1	1	0	1	2	1	1
NM_023906	ASB3	chr11	30854397	31002704	+	148307	3225	174	191	110	104	134	121	193	131
NM_023048	ASB4	chr6	5333385	5383021	+	49636	3285	0	5	0	3	0	0	6	2
NM_029569	ASB5	chr8	55635683	55673189	+	37506	1579	0	0	3	0	1	1	1	1
NM_198007	ASCC3	chr10	50312474	50571008	+	258534	7477	741	1130	653	767	842	847	594	664
NM_008553	ASCL1	chr10	86953785	86956405	-	2620	2259	0	0	0	0	0	0	0	0
NM_008554	ASCL2	chr7	150152726	150155169	-	2443	1612	0	1	0	0	0	0	1	2
NM_020051	ASCL3	chr7	116870978	116875246	-	4268	706	0	0	0	0	0	2	0	2
NM_001270609	ASCL5	chr1	137947380	137947947	+	567	567	0	0	0	0	0	0	0	0
NM_024184	ASF1B	chr8	86479592	86494094	+	14502	1599	60	588	95	418	696	757	143	161
NM_001080793	ASH2L	chr8	26926472	26958166	-	31694	3212	567	970	861	962	728	692	418	354
NM_183000	ASIC3	chr5	23919268	23923652	+	4384	1942	11	5	6	2	2	3	9	13
NM_015770	ASIP	chr2	154839305	154876748	+	37443	692	2	0	2	1	0	0	1	0
NM_019652	ASNA1	chr8	87541829	87549177	-	7348	1253	962	1231	776	853	1029	1146	806	712
NM_001081169	ASPG	chr12	113344893	113365784	+	20891	2732	0	0	0	0	0	1	15	21
NM_001290367	ASPH	chr4	9376231	9596491	-	220260	4145	1120	1271	1021	991	506	421	381	599
NM_001039645	ASPHD1	chr7	134089521	134093095	-	3574	518	0	0	0	0	0	2	2	1
NM_028386	ASPHD2	chr5	112814465	112821233	-	6768	1586	44	67	50	40	10	14	9	9
NM_019514	ASTN2	chr4	65041836	66065517	-	1023681	4675	3	5	1	5	0	0	7	7
NM_001270988	ASXL2	chr12	3426856	3506849	+	79993	9033	951	1094	773	781	759	682	760	812
NM_001099628	ATAD2B	chr12	4924158	5054216	+	130058	8102	416	509	509	504	557	424	527	470
NM_178662	ATCAY	chr10	80667257	80693524	-	26267	3621	0	0	0	0	0	0	0	0
NM_001081304	ATF6	chr1	172634587	172797902	-	163315	7463	660	905	649	753	813	1047	957	1387
NM_019426	ATF7IP	chr6	136467371	136555900	+	88529	4527	822	920	332	402	798	733	896	688
NM_025770	ATG10	chr13	91074953	91363592	-	288639	1609	54	45	28	23	64	49	130	95
NM_172599	ATG14	chr14	48160567	48188109	-	27542	3451	284	259	136	117	223	280	261	241
NM_194348	ATG2A	chr19	6241667	6262304	+	20637	6340	650	801	658	593	1001	923	988	996
NM_029654	ATG2B	chr12	106851748	106923451	-	71703	10173	838	1072	997	998	1069	953	696	827
NM_026402	ATG3	chr16	45158941	45188651	+	29710	2013	659	704	568	513	873	819	727	718
NM_174875	ATG4A	chrX	137491455	137598813	+	107358	2192	162	153	91	99	155	182	164	145
NM_174874	ATG4B	chr1	95651609	95686106	+	34497	2964	555	617	765	807	833	966	485	544
NM_175029	ATG4C	chr4	98860624	98926478	+	65854	3178	202	189	181	128	243	174	221	226
NM_053069	ATG5	chr10	43988163	44084097	+	95934	2352	332	442	415	379	530	449	390	352
NM_019717	ATL2	chr17	80247729	80295463	-	47734	3618	596	937	887	716	4735	3923	1817	3461
NM_177700	ATMIN	chr8	119467292	119484345	+	17053	4877	325	439	401	456	587	580	458	486
NM_016864	ATOH7	chr10	62562903	62563353	+	450	450	0	0	0	0	0	0	0	0
NM_176999	ATP10B	chr11	42963378	43075787	+	112409	6908	2	3	0	0	0	1	2	4
NM_029570	ATP11B	chr3	35653059	35755198	+	102139	4864	812	930	1258	1360	912	816	734	864
NM_001037863	ATP11C	chrX	57476466	57657156	-	180690	6047	406	313	403	264	489	402	553	452
NM_138652	ATP12A	chr14	56983904	57007388	+	23484	3951	0	0	0	0	0	0	0	0
NM_133224	ATP13A1	chr8	72315061	72331647	+	16586	3914	612	786	1001	800	1221	1009	804	666
NM_001128096	ATP13A3	chr16	30312509	30388616	-	76107	7309	2757	3686	2668	2928	2365	1985	2237	1907
NM_001164612	ATP13A4	chr16	29396123	29541569	-	145446	4114	0	0	0	0	0	0	0	0
NM_007502	ATP1B3	chr9	96233094	96264718	-	31624	1830	822	1522	915	1250	1748	1814	2012	1491
NM_133690	ATP1B4	chrX	35669298	35689961	+	20663	4278	0	0	0	0	0	0	0	0
NM_026482	ATP2B1	chr10	98377785	98488777	+	110992	7130	2036	2448	2399	2798	1521	1295	1165	863
NM_001167949	ATP2B4	chr1	135599250	135650324	-	51074	8286	61	67	75	104	926	382	1917	1067
NM_020615	ATP5C1	chr2	9977658	10002137	-	24479	1164	1369	1825	1259	1312	3969	3531	3438	3076
NM_007506	ATP5G1	chr11	95934106	95937008	-	2902	798	82	134	168	159	490	461	176	183
NM_001301722	ATP5G3	chr2	73746503	73749383	-	2880	671	2398	3446	2945	3074	14035	12293	7925	7578
NM_020582	ATP5J2	chr5	145944574	145952461	-	7887	477	648	795	628	721	1454	1567	1466	1278
NM_001290487	ATP5SL	chr7	26404432	26410569	+	6137	1464	133	134	68	52	163	169	149	157
NM_018794	ATP6AP1	chrX	71542435	71550060	+	7625	2189	4066	3252	3586	2777	3279	2788	2459	2150
NM_001145879	ATP6AP1L	chr13	91023053	91044960	-	21907	1176	1	0	0	0	0	0	0	0
NM_080467	ATP6V0A4	chr6	37998482	38074586	-	76104	3026	20	29	4	10	1	0	0	0
NM_175406	ATP6V0D2	chr4	19803984	19849713	-	45729	2503	0	0	0	0	0	0	0	0
NM_134157	ATP6V1B1	chr6	83693010	83708804	+	15794	1927	3	1	1	1	1	0	0	0
NM_007510	ATP6V1E1	chr6	120745261	120772703	-	27442	1204	1804	1342	1485	1043	2391	2142	1810	1560
NM_133826	ATP6V1H	chr1	5073253	5152630	+	79377	1976	1083	1280	1159	1083	1358	1604	916	983
NM_001109757	ATP7A	chrX	103222562	103323499	+	100937	8198	1332	945	1905	1198	992	771	619	752
NM_007511	ATP7B	chr8	23104819	23170546	-	65727	4711	7	10	1	0	1	0	5	18
NM_026094	ATP8B3	chr10	79982329	80001869	-	19540	4411	7	5	1	1	1	1	2	3
NM_172774	ATRIP	chr9	108962260	108976638	-	14378	2572	107	153	179	179	181	178	112	119
NM_181415	ATRNL1	chr19	57685523	58207830	+	522307	6583	1341	1151	1038	923	940	769	1142	873
NM_001098836	ATXN7L3	chr11	102150613	102157943	-	7330	3582	803	1180	912	801	1129	1062	1093	1149
NM_011497	AURKA	chr2	172181689	172196070	-	14381	1975	83	983	109	770	781	761	39	47
NM_009635	AVIL	chr10	126437764	126458050	+	20286	3033	10	18	9	2	10	10	19	19
NM_019404	AVPR2	chrX	71137440	71139767	+	2327	1735	0	2	1	1	3	3	0	3
NM_015732	AXIN2	chr11	108781662	108812095	+	30433	4258	0	0	0	0	1	0	1	0
NM_009735	B2M	chr2	121973422	121978818	+	5396	858	12434	9536	10301	7469	1564	1358	6715	4135
NM_001122993	B3GALT5	chr16	96457407	96541465	+	84058	5281	1	0	0	0	0	0	0	0
NM_028189	B3GNT3	chr8	74215617	74225699	-	10082	2103	0	0	0	1	0	0	0	1
NM_198611	B3GNT4	chr5	123960468	123961891	+	1423	870	11	3	6	4	10	7	17	18
NM_001159407	B3GNT5	chr16	19760326	19772846	+	12520	4872	0	0	0	0	0	0	0	0
NM_145222	B3GNT7	chr1	88199795	88203880	+	4085	2595	0	0	0	0	0	0	0	0
NM_178664	B3GNTL1	chr11	121477521	121534465	-	56944	2608	95	103	108	115	108	105	131	121
NM_020579	B4GALT3	chr1	173200458	173207026	+	6568	1998	300	307	171	147	423	489	159	139
NM_146045	B4GALT7	chr13	55701471	55711315	+	9844	1596	244	255	321	240	277	237	171	178
NM_013717	B9D1	chr11	61318673	61326429	+	7756	785	110	129	82	122	38	45	29	17
NM_007519	BAAT	chr4	49502289	49519430	-	17141	1946	0	1	0	1	2	0	0	1
NM_019517	BACE2	chr16	97578334	97660619	+	82285	3736	2	1	0	0	0	0	0	0
NM_145392	BAG2	chr1	33802328	33814595	-	12267	1815	289	489	334	442	827	826	328	576
NM_026505	BAMBI	chr18	3507954	3516402	+	8448	5040	33	57	152	118	94	99	54	42
NM_011793	BANF1	chr19	5364632	5366876	-	2244	910	689	1524	738	1292	1689	1676	663	668
NM_001044750	BANF2	chr2	143858837	143899715	+	40878	409	0	0	0	0	0	0	0	0
NM_001033350	BANK1	chr3	135716327	135989010	-	272683	3247	0	1	0	0	0	0	1	0
NM_027088	BAP1	chr14	32064674	32073115	+	8441	3406	684	932	710	651	1397	1365	873	845
NM_016767	BATF	chr12	87027669	87050037	+	22368	904	0	1	0	0	0	0	0	0
NM_001001182	BAZ2B	chr2	59737419	59963797	-	226378	7980	793	895	505	537	429	436	510	470
NM_027444	BBX	chr16	50191956	50432502	-	240546	8742	1534	2641	3408	3163	1185	1396	1003	1311
NM_012060	BCAP31	chrX	70931521	70961514	-	29993	1214	1073	1585	1376	1541	3761	3405	3473	2652
NM_026602	BCAS2	chr3	102975633	102983077	+	7444	1413	640	724	386	407	659	654	485	427
NM_009738	BCHE	chr3	73439730	73512337	-	72607	6209	1	0	0	0	0	0	2	1
NM_199195	BCKDHB	chr9	83842387	84017847	+	175460	1398	159	184	169	109	902	864	1836	1846
NM_009741	BCL2	chr1	108434754	108610867	-	176113	7207	316	320	152	147	73	100	204	133
NM_013479	BCL2L10	chr9	75195564	75199447	+	3883	1228	0	0	1	3	14	12	32	14
NM_207681	BCL2L11	chr2	127951773	127988283	+	36510	4869	1458	699	759	366	835	433	434	272
NM_029410	BCL2L12	chr7	52246591	52252949	-	6358	896	80	79	67	55	72	73	69	65
NM_153516	BCL2L13	chr6	120786247	120842860	+	56613	6933	1127	1486	1266	1285	4533	4588	3803	3382
NM_025778	BCL2L14	chr6	134346346	134388742	+	42396	2220	1	1	0	4	0	0	0	0
NM_029933	BCL9	chr3	97007584	97031287	-	23703	6102	634	718	347	304	541	560	474	382
NM_021486	BCO1	chr8	119619764	119657620	+	37856	2327	4	3	4	11	13	30	39	286
NM_007539	BDKRB1	chr12	106842300	106843638	+	1338	1338	1	8	1	2	2	0	2	1
NM_009747	BDKRB2	chr12	106801381	106831281	+	29900	1680	0	0	0	3	0	0	0	0
NM_001081061	BDP1	chr13	100787948	100874025	-	86077	9921	465	644	1034	884	938	729	512	490
NM_019584	BECN1	chr11	101149580	101163581	-	14001	1596	523	583	658	514	730	654	632	541
NM_001163175	BEGAIN	chr12	110270391	110306427	-	36036	2712	42	33	63	31	8	7	5	3
NM_177235	BEND6	chr1	33908896	33964466	-	55570	2292	28	59	24	38	3	5	7	8
NM_011913	BEST1	chr19	10059661	10076123	-	16462	2082	0	2	2	2	0	0	0	2
NM_001007583	BEST3	chr10	116423369	116462096	+	38727	2719	3	4	0	5	3	6	1	8
NM_212457	BEX4	chrX	132673583	132674976	+	1393	782	0	1	0	0	0	0	0	0
NM_009751	BFSP1	chr2	143652263	143688909	-	36646	2372	2	5	4	7	2	3	0	4
NM_007542	BGN	chrX	70728973	70741275	+	12302	2389	37651	49737	33784	42870	22268	19489	10600	9844
NM_010800	BHLHA15	chr5	144951154	144955310	+	4156	3494	0	0	0	1	1	1	0	3
NM_080641	BHLHE23	chr2	180509085	180511605	-	2520	2520	0	0	0	0	0	0	0	0
NM_016668	BHMT	chr13	94386845	94407713	-	20868	2071	0	0	0	0	0	0	0	0
NM_007544	BID	chr6	120843136	120866838	-	23702	1891	823	1166	2343	2353	1747	2197	700	905
NM_009668	BIN1	chr18	32536870	32595394	+	58524	2455	1324	1661	508	1082	478	461	201	219
NM_007465	BIRC2	chr9	7818225	7835255	-	17030	3140	457	469	404	323	436	388	576	537
NM_011729	BIVM-ERCC5	chr1	44204588	44238105	+	33517	4010	577	841	775	788	542	632	325	338
NM_001042527	BLM	chr7	87599878	87680005	-	80127	4598	78	287	98	323	316	285	67	59
NM_008528	BLNK	chr19	41003416	41069025	-	65609	2097	0	0	0	1	0	0	0	0
NM_026678	BLVRA	chr2	126896392	126922820	+	26428	1170	209	267	104	149	400	382	370	224
NM_138313	BMF	chr2	118354492	118375414	-	20922	4633	1316	496	427	111	434	362	346	300
NM_009756	BMP10	chr6	87378995	87384506	+	5511	1317	0	0	0	0	0	0	0	0
NM_009757	BMP15	chrX	5891223	5897841	-	6618	3063	2	6	0	0	0	0	0	0
NM_007554	BMP4	chr14	47003195	47010274	-	7079	1907	9	6	0	1	0	0	0	0
NM_007556	BMP6	chr13	38437584	38591597	+	154013	2410	0	1	1	0	0	0	0	0
NM_007561	BMPR2	chr1	59821122	59934925	+	113803	11087	1577	1602	1432	1487	1185	1128	1526	1402
NM_007562	BNC1	chr7	89111547	89137185	-	25638	4663	162	379	154	376	2	8	0	2
NM_009761	BNIP3L	chr14	67604076	67627714	-	23638	3237	1383	1506	772	1241	2073	1730	2686	3508
NM_134253	BNIPL	chr3	95045214	95055115	-	9901	1788	3	1	2	5	1	1	3	0
NM_001081422	BOD1L1	chr5	42178777	42235554	-	56777	10539	1463	1910	1605	1595	1650	1342	1305	1186
NM_016778	BOK	chr1	95582270	95592339	+	10069	1432	60	137	293	535	184	395	781	675
NM_026975	BOLA1	chr3	96000510	96001509	-	999	729	112	168	91	70	213	217	288	215
NM_175277	BOLA3	chr6	83299477	83308386	+	8909	530	299	353	394	403	837	857	891	755
NM_029267	BOLL	chr1	55356912	55420313	-	63401	1032	0	0	0	0	0	0	0	0
NM_007563	BPGM	chr6	34426355	34455610	+	29255	2068	210	253	244	118	297	270	256	187
NM_177850	BPI	chr2	158083976	158110267	+	26291	1779	0	0	0	0	0	0	0	0
NM_011126	BPIFA1	chr2	153968615	153974953	+	6338	1104	0	0	0	0	0	0	0	0
NM_139294	BRAF	chr6	39553236	39675462	-	122226	9727	693	937	752	700	685	588	702	769
NM_001166459	BRCC3	chrX	72661966	72701040	+	39074	1138	143	162	142	147	220	230	152	170
NM_001033274	BRD1	chr15	88517464	88564649	-	47185	5137	888	1042	1063	991	908	732	931	894
NM_001204973	BRD2	chr17	34248963	34259552	-	10589	4668	3606	4983	5505	6247	5682	4805	5272	4069
NM_001113573	BRD3	chr2	27301100	27331193	-	30093	5256	1017	1319	1027	1174	1130	928	880	686
NM_001024508	BRD9	chr13	74075285	74098343	+	23058	2407	372	428	203	189	323	316	279	267
NM_181280	BRE	chr5	32000422	32387112	+	386690	1308	209	275	112	153	203	258	383	242
NM_029752	BRI3BP	chr5	125921937	125941255	+	19318	6988	931	893	720	666	1228	1207	2064	2210
NM_019967	BRINP1	chr4	68422405	68615431	-	193026	3354	0	0	0	0	0	0	0	0
NM_207583	BRINP2	chr1	160175399	160286391	-	110992	4101	0	0	1	0	0	0	0	0
NM_153539	BRINP3	chr1	148342795	148749602	+	406807	3118	110	114	78	54	30	30	4	5
NM_178309	BRIP1	chr11	85871637	86014695	-	143058	6933	34	280	22	120	136	134	23	27
NM_134155	BRMS1	chr19	5041403	5049917	+	8514	1338	310	420	434	367	394	395	275	288
NM_001276763	BRSK2	chr7	149135655	149190148	+	54493	4110	1	1	3	0	1	0	0	2
NM_145125	BRWD1	chr16	96213698	96304035	-	90337	8547	1252	1118	1359	1035	1330	1020	1064	1133
NM_133889	BSDC1	chr4	129138922	129165676	+	26754	2659	364	429	351	305	432	401	648	644
NM_009768	BSG	chr10	79167102	79174724	+	7622	1752	4151	5605	4799	5471	6170	5165	11037	14977
NM_080458	BSND	chr4	106156062	106164848	-	8786	2714	0	0	0	0	0	0	0	0
NM_178245	BSX	chr9	40682209	40686055	+	3846	875	0	0	0	0	0	0	0	0
NM_001080706	BTAF1	chr19	37000568	37088547	+	87979	8509	870	1298	1601	1464	1873	1670	1208	1477
NM_028055	BTBD17	chr11	114651982	114657206	-	5224	2260	0	0	0	0	0	1	0	0
NM_145361	BTBD2	chr10	80105361	80119816	-	14455	3026	587	648	482	397	592	602	622	415
NM_001255991	BTBD8	chr5	107867015	107920615	+	53600	1134	14	19	5	12	9	13	35	32
NM_027453	BTF3L4	chr4	108486899	108506189	-	19290	3111	486	626	338	305	775	703	595	555
NM_013482	BTK	chrX	131076879	131117679	-	40800	2535	0	1	0	0	0	0	1	0
NM_177584	BTLA	chr16	45224449	45253008	+	28559	3232	0	0	0	0	0	0	0	0
NM_009773	BUB1B	chr2	118423946	118467328	+	43382	3669	226	1894	184	879	1115	1253	56	45
NM_024285	BVES	chr10	45055567	45089514	+	33947	1607	2	0	0	0	1	0	0	0
NM_028491	C10orf107	chr10	67893703	68004623	-	110920	1238	0	0	0	0	0	0	0	0
NM_028275	C10orf11	chr14	22838933	23875310	+	1036377	911	1	4	1	2	0	0	0	2
NM_001163616	C10orf128	chr14	33599148	33631154	+	32006	1473	0	1	0	0	0	0	0	0
NM_153796	C10orf2	chr19	45081047	45087252	+	6205	3488	358	424	501	515	838	851	660	752
NM_027600	C10orf67	chr2	19384463	19475537	-	91074	2004	0	0	1	0	0	0	0	0
NM_001195097	C10orf71	chr14	33472304	33498458	-	26154	5547	0	0	0	0	0	0	0	3
NM_026208	C10orf82	chr19	58860292	58868904	-	8612	923	0	0	0	0	0	0	0	0
NM_026655	C10orf88	chr7	138486231	138506212	-	19981	2214	116	166	148	153	236	215	118	119
NM_028077	C11orf24	chr19	3708332	3717881	+	9549	1882	513	690	2205	1611	1272	1205	281	336
NM_001037279	C11orf31	chr2	84509377	84510865	-	1488	654	174	803	117	535	228	216	54	48
NM_029247	C11orf65	chr9	53213390	53240908	+	27518	1237	1	2	4	0	1	0	1	1
NM_026304	C11orf73	chr7	97067194	97089714	-	22520	1068	203	247	157	192	346	396	302	290
NM_026592	C11orf74	chr2	101400937	101469143	-	68206	2269	239	238	114	130	329	266	327	217
NM_001033139	C11orf84	chr19	7430953	7457516	-	26563	3159	345	411	385	351	428	321	260	193
NM_177702	C11orf88	chr9	50889417	50910183	-	20766	775	29	46	9	17	2	3	0	2
NM_026634	C11orf91	chr2	103962925	103964903	+	1978	819	0	0	0	1	0	0	0	0
NM_029685	C12orf42	chr10	86520790	86693344	+	172554	1343	0	0	0	0	0	0	0	0
NM_001081246	C12orf50	chr10	100055019	100081025	+	26006	1690	0	0	0	0	0	0	0	0
NM_001145198	C12orf75	chr10	83185609	83225507	+	39898	1194	0	1	0	0	0	0	1	0
NM_029444	C14orf39	chr12	73982095	74018752	-	36657	1910	1	0	0	0	1	0	0	1
NM_028890	C14orf93	chr14	55202499	55224745	-	22246	2585	111	109	71	66	83	117	101	103
NM_029335	C15orf26	chr7	90924126	90943349	-	19223	1294	2	5	0	1	0	1	0	0
NM_001001982	C15orf52	chr2	118579880	118588397	-	8517	4716	616	914	754	791	376	291	1083	740
NM_026686	C16orf13	chr17	26012444	26014108	+	1664	811	77	91	75	83	175	166	189	152
NM_027103	C16orf46	chr8	119493498	119502843	-	9345	2971	17	31	11	8	14	15	16	12
NM_145604	C16orf70	chr8	107749087	107776951	+	27864	2457	299	356	377	402	463	452	375	429
NM_183150	C16orf91	chr17	25321505	25324607	+	3102	3023	351	399	658	464	958	1008	807	757
NM_183131	C16orf92	chr7	133973987	133975010	-	1023	475	0	0	0	0	0	0	0	0
NM_001033040	C16orf93	chr7	134725896	134732109	-	6213	1773	22	30	21	18	24	23	27	19
NM_026757	C17orf49	chr11	70048705	70051416	-	2711	780	169	220	152	209	286	266	252	179
NM_144832	C17orf62	chr11	121083902	121090623	-	6721	2348	504	562	387	385	336	300	333	293
NM_028589	C17orf64	chr11	84984597	84994656	+	10059	975	0	1	0	1	0	1	1	0
NM_001033266	C17orf67	chr11	88935154	88954378	+	19224	581	1	0	0	0	0	0	0	0
NM_029964	C17orf99	chr11	117658973	117668622	+	9649	1078	0	0	1	0	0	0	0	0
NM_178670	C18orf25	chr18	77872019	77952749	-	80730	3418	151	230	243	295	392	315	275	266
NM_028434	C19orf18	chr7	13097899	13141670	+	43771	851	0	1	0	0	0	0	0	0
NM_025577	C19orf60	chr8	73028194	73030638	-	2444	657	1087	781	468	485	390	294	783	450
NM_175687	C19orf66	chr9	20673085	20678751	+	5666	1419	5	6	1	2	2	3	3	3
NM_153152	C19orf70	chr17	56746874	56749194	-	2320	755	522	422	558	409	1074	1082	1324	1164
NM_001080940	C19orf80	chr9	21639953	21641791	+	1838	865	0	2	1	1	3	0	192	83
NM_052993	C1GALT1	chr6	7795223	7822042	+	26819	2065	649	783	541	450	653	608	320	247
NM_027077	C1orf100	chr1	179659944	179683436	+	23492	749	1	0	0	0	0	0	0	0
NM_001034899	C1orf101	chr1	179921565	179978422	+	56857	1663	1	0	1	0	2	0	0	0
NM_001204904	C1orf105	chr1	163872219	163909767	-	37548	980	0	0	0	0	0	1	0	0
NM_001033185	C1orf110	chr1	171859069	171864784	+	5715	1440	0	0	0	4	0	1	0	0
NM_027056	C1orf158	chr4	144008093	144028675	-	20582	972	0	0	0	0	0	0	0	0
NM_001162980	C1orf168	chr4	104586060	104689468	+	103408	3136	0	0	0	0	0	0	0	0
NM_001163019	C1orf174	chr4	153331345	153336033	+	4688	983	124	132	190	159	227	215	164	183
NM_026291	C1orf185	chr4	109177936	109203902	-	25966	859	0	0	0	0	0	0	2	1
NM_175149	C1orf198	chr8	127159655	127187269	-	27614	3307	2214	2555	674	802	721	652	714	791
NM_001081226	C1orf53	chr1	140748555	140753431	-	4876	571	88	131	78	86	192	208	143	134
NM_153513	C1orf54	chr3	95688895	95695853	-	6958	232	44	33	12	9	4	1	2	2
NM_001024841	C1orf56	chr3	95040841	95045031	-	4190	1470	1	0	3	7	3	3	0	4
NM_001033374	C1orf64	chr4	140988586	140992020	-	3434	905	0	0	1	0	0	0	0	0
NM_025621	C1orf68	chr3	92672280	92674127	-	1847	1067	0	0	0	0	0	0	0	0
NM_001160360	C1orf74	chr1	194999662	195004026	+	4364	3374	128	159	160	191	363	381	317	294
NM_007574	C1QC	chr4	136445716	136448829	-	3113	1054	0	0	0	0	0	0	0	0
NM_001024702	C1QL4	chr15	98915184	98918159	-	2975	717	3	0	0	0	0	0	1	0
NM_001204129	C1QTNF1	chr11	118289770	118313096	+	23326	3751	28	55	23	31	2	1	26	25
NM_030888	C1QTNF3	chr15	10882086	10909917	+	27831	2350	1	6	2	0	1	4	0	3
NM_183175	C1QTNF9	chr14	61386970	61399706	+	12736	1903	0	0	0	0	0	0	0	0
NM_001145352	C20orf173	chr2	155826178	155833713	-	7535	1579	27	7	5	9	26	26	33	24
NM_026091	C20orf27	chr2	130972060	130985756	-	13696	1241	428	524	246	276	384	478	1364	605
NM_001289738	C20orf96	chr2	152241322	152270066	+	28744	1687	1	0	0	0	0	1	0	0
NM_029252	C21orf140	chr16	92319007	92321686	-	2679	2679	0	0	1	0	0	0	0	0
NM_026431	C21orf2	chr10	77441394	77448183	+	6789	1696	166	185	125	123	172	158	208	258
NM_029816	C21orf58	chr10	75911825	75923963	+	12138	1031	0	0	0	0	1	0	0	0
NM_001252440	C21orf91	chr16	78540580	78576933	-	36353	5892	135	181	419	488	293	222	188	140
NM_001033164	C22orf39	chr16	18836672	18840206	+	3534	1232	18	15	9	9	14	15	21	7
NM_027909	C2CD2L	chr9	44117319	44128365	-	11046	4334	80	124	283	245	378	323	224	293
NM_001109688	C2CD5	chr6	142959439	143048672	-	89233	4310	490	659	338	373	565	684	363	296
NM_146170	C2orf42	chr6	86388391	86420381	+	31990	2509	196	212	117	120	201	203	266	234
NM_029298	C2orf61	chr17	87788910	87827081	-	38171	847	0	2	1	1	0	0	0	0
NM_009779	C3AR1	chr6	122797157	122806175	-	9018	4299	6	14	0	1	0	0	0	1
NM_001284385	C3orf14	chr14	13116716	13135745	+	19029	2498	339	390	184	197	350	394	506	364
NM_177738	C3orf22	chr6	90251263	90255442	+	4179	1160	0	0	0	0	0	0	0	0
NM_028934	C3orf67	chr14	9263685	9498804	-	235119	2751	5	15	1	0	2	6	3	4
NM_001001881	C3orf70	chr16	21649117	21694738	-	45621	5164	291	302	192	124	238	197	308	194
NM_001163385	C4orf17	chr3	137827098	137849677	-	22579	1715	0	0	0	0	0	0	1	0
NM_029554	C4orf19	chr5	64203733	64290858	+	87125	1870	0	0	0	0	0	0	0	0
NM_001024614	C4orf22	chr5	98758322	99231038	+	472716	861	0	0	1	0	0	0	0	0
NM_028299	C4orf27	chr8	63369247	63386369	+	17122	1183	249	404	286	336	401	395	236	166
NM_026622	C4orf29	chr3	40698198	40740229	+	42031	2492	54	57	36	50	100	107	143	170
NM_001142953	C4orf45	chr3	79149297	79268050	+	118753	777	0	0	0	0	0	0	0	0
NM_029482	C4orf46	chr3	79433000	79436741	+	3741	1969	67	256	32	153	171	128	73	31
NM_026315	C4orf51	chr8	81734328	81772482	-	38154	978	0	1	0	0	0	0	0	0
NM_029998	C5orf22	chr15	12737931	12754412	-	16481	3974	471	530	889	670	788	751	497	542
NM_001039244	C5orf28	chr13	120276845	120284312	+	7467	753	86	76	194	112	233	271	185	170
NM_001162906	C5orf42	chr15	8119105	8221158	+	102053	10469	845	1165	420	439	491	413	393	399
NM_001033280	C5orf46	chr18	43936849	43952532	-	15683	748	0	0	0	0	0	0	0	0
NM_001271511	C6orf106	chr17	27888176	27957487	-	69311	3483	2221	2629	2292	2281	2707	2737	2926	2752
NM_025851	C6orf118	chr17	9181197	9201184	+	19987	1878	39	31	22	16	28	36	21	29
NM_175148	C6orf15	chr17	35704429	35705890	+	1461	1248	0	0	1	0	0	0	0	1
NM_172450	C6orf222	chr17	29033339	29052269	-	18930	4506	1	5	1	2	0	0	0	0
